"КодЗаказа";"ДатаИсполнения";"стоимость";"СтранаПолучателя";"Марка";"Категория";"странаПоставщика";"КодСотрудника"
10554;5.6.1997 0:00:00;9366,99;"Германия";"Sirop d'erable";"Приправы";"Канада";4
10560;9.6.1997 0:00:00;5546,25;"Германия";"Sirop d'erable";"Приправы";"Канада";8
10562;12.6.1997 0:00:00;4436,99;"Италия";"Sirop d'erable";"Приправы";"Канада";1
10574;30.6.1997 0:00:00;4930,00;"США";"Sirop d'erable";"Приправы";"Канада";4
10599;21.7.1997 0:00:00;4930,00;"Великобритания";"Sirop d'erable";"Приправы";"Канада";6
10606;31.7.1997 0:00:00;3943,99;"Бразилия";"Sirop d'erable";"Приправы";"Канада";4
10627;21.8.1997 0:00:00;7395,00;"США";"Sirop d'erable";"Приправы";"Канада";8
10633;18.8.1997 0:00:00;33523,99;"Австрия";"Sirop d'erable";"Приправы";"Канада";7
10671;24.9.1997 0:00:00;4930,00;"Франция";"Sirop d'erable";"Приправы";"Канада";1
10691;22.10.1997 0:00:00;23664,00;"Германия";"Sirop d'erable";"Приправы";"Канада";2
10718;29.10.1997 0:00:00;9860,00;"Германия";"Sirop d'erable";"Приправы";"Канада";1
10746;21.11.1997 0:00:00;4437,00;"Швейцария";"Sirop d'erable";"Приправы";"Канада";1
10757;15.12.1997 0:00:00;14790,00;"США";"Sirop d'erable";"Приправы";"Канада";6
10769;12.12.1997 0:00:00;7395,00;"Дания";"Sirop d'erable";"Приправы";"Канада";3
10779;14.1.1998 0:00:00;9860,00;"Германия";"Sirop d'erable";"Приправы";"Канада";3
10798;5.1.1998 0:00:00;986,00;"Великобритания";"Sirop d'erable";"Приправы";"Канада";2
10802;2.1.1998 0:00:00;1848,75;"Дания";"Sirop d'erable";"Приправы";"Канада";4
10816;4.2.1998 0:00:00;9366,99;"США";"Sirop d'erable";"Приправы";"Канада";4
10817;13.1.1998 0:00:00;10476,24;"Германия";"Sirop d'erable";"Приправы";"Канада";3
10822;16.1.1998 0:00:00;1479,00;"США";"Sirop d'erable";"Приправы";"Канада";6
10852;30.1.1998 0:00:00;24650,00;"США";"Sirop d'erable";"Приправы";"Канада";8
10861;17.2.1998 0:00:00;1479,00;"США";"Sirop d'erable";"Приправы";"Канада";4
10872;9.2.1998 0:00:00;9366,99;"Испания";"Sirop d'erable";"Приправы";"Канада";5
10902;3.3.1998 0:00:00;2514,29;"Швеция";"Sirop d'erable";"Приправы";"Канада";1
10904;27.2.1998 0:00:00;17255,00;"США";"Sirop d'erable";"Приправы";"Канада";3
10932;24.3.1998 0:00:00;6211,79;"Франция";"Sirop d'erable";"Приправы";"Канада";8
10941;20.3.1998 0:00:00;11092,50;"США";"Sirop d'erable";"Приправы";"Канада";7
10949;17.3.1998 0:00:00;29580,00;"Канада";"Sirop d'erable";"Приправы";"Канада";2
10966;8.4.1998 0:00:00;5028,59;"Швейцария";"Sirop d'erable";"Приправы";"Канада";4
10988;10.4.1998 0:00:00;17747,99;"США";"Sirop d'erable";"Приправы";"Канада";3
11027;20.4.1998 0:00:00;7764,75;"Канада";"Sirop d'erable";"Приправы";"Канада";1
11044;1.5.1998 0:00:00;5916,00;"Польша";"Sirop d'erable";"Приправы";"Канада";4
10278;16.8.1996 0:00:00;0,00;"Швеция";"Aniseed Syrup";"Приправы";"Россия";8
10300;18.9.1996 0:00:00;4080,00;"Италия";"Aniseed Syrup";"Приправы";"Россия";2
10308;24.9.1996 0:00:00;55,30;"Мексика";"Aniseed Syrup";"Приправы";"Россия";7
10442;18.2.1997 0:00:00;8160,00;"Австрия";"Aniseed Syrup";"Приправы";"Россия";3
10475;4.4.1997 0:00:00;6935,99;"Бельгия";"Aniseed Syrup";"Приправы";"Россия";9
10493;10.4.1997 0:00:00;1223,99;"Франция";"Aniseed Syrup";"Приправы";"Россия";4
10532;12.5.1997 0:00:00;4080,00;"Великобритания";"Aniseed Syrup";"Приправы";"Россия";7
10682;1.10.1997 0:00:00;680,00;"Мексика";"Aniseed Syrup";"Приправы";"Россия";3
10774;12.12.1997 0:00:00;8500,00;"Швеция";"Aniseed Syrup";"Приправы";"Россия";4
11077;;170,00;"США";"Aniseed Syrup";"Приправы";"Россия";1
10284;27.8.1996 0:00:00;420,00;"Германия";"Chef Anton's Cajun Seasoning";"Приправы";"США";4
10502;29.4.1997 0:00:00;4200,00;"Мексика";"Chef Anton's Cajun Seasoning";"Приправы";"США";2
10544;30.5.1997 0:00:00;980,00;"США";"Chef Anton's Cajun Seasoning";"Приправы";"США";4
10670;18.9.1997 0:00:00;3500,00;"Германия";"Chef Anton's Cajun Seasoning";"Приправы";"США";4
10775;26.12.1997 0:00:00;420,00;"США";"Chef Anton's Cajun Seasoning";"Приправы";"США";7
10864;9.2.1998 0:00:00;2100,00;"Великобритания";"Chef Anton's Cajun Seasoning";"Приправы";"США";4
10911;5.3.1998 0:00:00;2100,00;"Испания";"Chef Anton's Cajun Seasoning";"Приправы";"США";3
10923;13.3.1998 0:00:00;2687,99;"Франция";"Chef Anton's Cajun Seasoning";"Приправы";"США";7
10939;13.3.1998 0:00:00;4759,99;"Италия";"Chef Anton's Cajun Seasoning";"Приправы";"США";2
11054;;2800,00;"Аргентина";"Chef Anton's Cajun Seasoning";"Приправы";"США";8
10288;3.9.1996 0:00:00;269,99;"Италия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10300;18.9.1996 0:00:00;2000,00;"Италия";"Chef Anton's Gumbo Mix";"Приправы";"США";2
10303;18.9.1996 0:00:00;1349,99;"Испания";"Chef Anton's Gumbo Mix";"Приправы";"США";7
10307;25.9.1996 0:00:00;300,00;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";2
10328;17.10.1996 0:00:00;1000,00;"Португалия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10334;28.10.1996 0:00:00;1000,00;"Франция";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10343;6.11.1996 0:00:00;379,99;"Германия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10385;23.12.1996 0:00:00;639,99;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10399;8.1.1997 0:00:00;6000,00;"Дания";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10417;28.1.1997 0:00:00;2700,00;"Дания";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10424;27.1.1997 0:00:00;2399,99;"Канада";"Chef Anton's Gumbo Mix";"Приправы";"США";7
10460;3.3.1997 0:00:00;1575,00;"Швеция";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10490;3.4.1997 0:00:00;3000,00;"Венесуэлла";"Chef Anton's Gumbo Mix";"Приправы";"США";7
10521;2.5.1997 0:00:00;750,00;"Аргентина";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10529;9.5.1997 0:00:00;2500,00;"Бельгия";"Chef Anton's Gumbo Mix";"Приправы";"США";5
10540;13.6.1997 0:00:00;4375,00;"Германия";"Chef Anton's Gumbo Mix";"Приправы";"США";3
10618;8.8.1997 0:00:00;1875,00;"Канада";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10622;11.8.1997 0:00:00;1799,99;"Бразилия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10662;18.9.1997 0:00:00;1250,00;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";3
10700;16.10.1997 0:00:00;3999,99;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";3
10722;4.11.1997 0:00:00;5625,00;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10756;2.12.1997 0:00:00;599,99;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";8
10766;9.12.1997 0:00:00;5000,00;"Германия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10789;31.12.1997 0:00:00;2250,00;"Франция";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10792;31.12.1997 0:00:00;1875,00;"Польша";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10830;21.1.1998 0:00:00;3000,00;"Бразилия";"Chef Anton's Gumbo Mix";"Приправы";"США";4
10842;29.1.1998 0:00:00;2500,00;"Мексика";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10869;9.2.1998 0:00:00;2500,00;"Великобритания";"Chef Anton's Gumbo Mix";"Приправы";"США";5
10888;23.2.1998 0:00:00;2250,00;"Испания";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10903;4.3.1998 0:00:00;2500,00;"Бразилия";"Chef Anton's Gumbo Mix";"Приправы";"США";3
10941;20.3.1998 0:00:00;7500,00;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";7
11013;10.4.1998 0:00:00;250,00;"Испания";"Chef Anton's Gumbo Mix";"Приправы";"США";2
11048;30.4.1998 0:00:00;5250,00;"Канада";"Chef Anton's Gumbo Mix";"Приправы";"США";7
11064;4.5.1998 0:00:00;6875,00;"США";"Chef Anton's Gumbo Mix";"Приправы";"США";1
10296;11.9.1996 0:00:00;4320,00;"Венесуэлла";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";6
10308;24.9.1996 0:00:00;288,00;"Мексика";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";7
10311;26.9.1996 0:00:00;2016,00;"Франция";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";1
10350;3.12.1996 0:00:00;4665,59;"Франция";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";6
10356;27.11.1996 0:00:00;5760,00;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";6
10364;4.12.1996 0:00:00;8640,00;"Великобритания";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";1
10392;1.1.1997 0:00:00;14400,00;"Австрия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10395;3.1.1997 0:00:00;2304,00;"Венесуэлла";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";6
10407;30.1.1997 0:00:00;4320,00;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10419;30.1.1997 0:00:00;5471,99;"Швейцария";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";4
10493;10.4.1997 0:00:00;2591,99;"Франция";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";4
10529;9.5.1997 0:00:00;3600,00;"Бельгия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";5
10552;5.6.1997 0:00:00;6480,00;"Венесуэлла";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10583;4.7.1997 0:00:00;3059,99;"Финляндия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10593;13.8.1997 0:00:00;5759,99;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";7
10595;14.7.1997 0:00:00;17550,00;"Австрия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10640;28.8.1997 0:00:00;5400,00;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";4
10667;19.9.1997 0:00:00;12959,99;"Австрия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";7
10693;10.10.1997 0:00:00;9179,99;"США";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";3
10717;29.10.1997 0:00:00;8549,99;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";1
10746;21.11.1997 0:00:00;14400,00;"Швейцария";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";1
10747;26.11.1997 0:00:00;10800,00;"Австрия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";6
10752;28.11.1997 0:00:00;1080,00;"Великобритания";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";2
10755;28.11.1997 0:00:00;6750,00;"Франция";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";4
10756;2.12.1997 0:00:00;5759,99;"США";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";8
10796;14.1.1998 0:00:00;6911,99;"Венесуэлла";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";3
10894;20.2.1998 0:00:00;17099,99;"США";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";1
10962;23.3.1998 0:00:00;3240,00;"Германия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";8
10964;24.3.1998 0:00:00;3600,00;"Франция";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";3
11022;4.5.1998 0:00:00;10800,00;"Бразилия";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";9
11033;23.4.1998 0:00:00;11663,99;"Швейцария";"Grandma's Boysenberry Spread";"Приправы";"Финляндия";7
10274;16.8.1996 0:00:00;3440,00;"Франция";"Northwoods Cranberry Sauce";"Приправы";"США";6
10304;17.9.1996 0:00:00;344,00;"Мексика";"Northwoods Cranberry Sauce";"Приправы";"США";1
10309;23.10.1996 0:00:00;516,00;"Ирландия";"Northwoods Cranberry Sauce";"Приправы";"США";3
10320;18.10.1996 0:00:00;5160,00;"Финляндия";"Northwoods Cranberry Sauce";"Приправы";"США";5
10333;25.10.1996 0:00:00;6191,99;"Финляндия";"Northwoods Cranberry Sauce";"Приправы";"США";5
10364;4.12.1996 0:00:00;860,00;"Великобритания";"Northwoods Cranberry Sauce";"Приправы";"США";1
10373;11.12.1996 0:00:00;6879,99;"Ирландия";"Northwoods Cranberry Sauce";"Приправы";"США";4
10378;19.12.1996 0:00:00;1032,00;"Швеция";"Northwoods Cranberry Sauce";"Приправы";"США";5
10387;20.12.1996 0:00:00;2580,00;"Норвегия";"Northwoods Cranberry Sauce";"Приправы";"США";1
10396;6.1.1997 0:00:00;10320,00;"Германия";"Northwoods Cranberry Sauce";"Приправы";"США";1
10399;8.1.1997 0:00:00;5160,00;"Дания";"Northwoods Cranberry Sauce";"Приправы";"США";8
10401;10.1.1997 0:00:00;10320,00;"США";"Northwoods Cranberry Sauce";"Приправы";"США";1
10407;30.1.1997 0:00:00;2580,00;"Германия";"Northwoods Cranberry Sauce";"Приправы";"США";2
10447;7.3.1997 0:00:00;344,00;"Бразилия";"Northwoods Cranberry Sauce";"Приправы";"США";4
10455;3.3.1997 0:00:00;5160,00;"Финляндия";"Northwoods Cranberry Sauce";"Приправы";"США";8
10458;4.3.1997 0:00:00;8600,00;"Бельгия";"Northwoods Cranberry Sauce";"Приправы";"США";7
10473;21.3.1997 0:00:00;2064,00;"Великобритания";"Northwoods Cranberry Sauce";"Приправы";"США";1
10541;29.5.1997 0:00:00;1741,49;"Бразилия";"Northwoods Cranberry Sauce";"Приправы";"США";2
10598;18.7.1997 0:00:00;1935,00;"США";"Northwoods Cranberry Sauce";"Приправы";"США";1
10605;29.7.1997 0:00:00;3063,74;"Канада";"Northwoods Cranberry Sauce";"Приправы";"США";1
10616;5.8.1997 0:00:00;3063,74;"США";"Northwoods Cranberry Sauce";"Приправы";"США";1
10621;11.8.1997 0:00:00;3225,00;"Великобритания";"Northwoods Cranberry Sauce";"Приправы";"США";4
10626;20.8.1997 0:00:00;4300,00;"Швеция";"Northwoods Cranberry Sauce";"Приправы";"США";1
10646;3.9.1997 0:00:00;4837,50;"Ирландия";"Northwoods Cranberry Sauce";"Приправы";"США";9
10667;19.9.1997 0:00:00;2407,99;"Австрия";"Northwoods Cranberry Sauce";"Приправы";"США";7
10672;26.9.1997 0:00:00;2580,00;"Швеция";"Northwoods Cranberry Sauce";"Приправы";"США";9
10700;16.10.1997 0:00:00;10319,99;"США";"Northwoods Cranberry Sauce";"Приправы";"США";3
10701;15.10.1997 0:00:00;3654,99;"Ирландия";"Northwoods Cranberry Sauce";"Приправы";"США";6
10715;29.10.1997 0:00:00;6450,00;"Франция";"Northwoods Cranberry Sauce";"Приправы";"США";3
10720;5.11.1997 0:00:00;1720,00;"Бразилия";"Northwoods Cranberry Sauce";"Приправы";"США";8
10768;15.12.1997 0:00:00;2580,00;"Великобритания";"Northwoods Cranberry Sauce";"Приправы";"США";3
10771;2.1.1998 0:00:00;3440,00;"Австрия";"Northwoods Cranberry Sauce";"Приправы";"США";9
10847;10.2.1998 0:00:00;9459,99;"США";"Northwoods Cranberry Sauce";"Приправы";"США";4
10901;26.2.1998 0:00:00;6450,00;"Венесуэлла";"Northwoods Cranberry Sauce";"Приправы";"США";4
10914;2.3.1998 0:00:00;5375,00;"Бразилия";"Northwoods Cranberry Sauce";"Приправы";"США";6
10938;16.3.1998 0:00:00;5643,75;"Германия";"Northwoods Cranberry Sauce";"Приправы";"США";3
11008;;4515,00;"Австрия";"Northwoods Cranberry Sauce";"Приправы";"США";7
11011;13.4.1998 0:00:00;4300,00;"Германия";"Northwoods Cranberry Sauce";"Приправы";"США";3
11012;17.4.1998 0:00:00;12254,99;"Германия";"Northwoods Cranberry Sauce";"Приправы";"США";1
11024;20.4.1998 0:00:00;10750,00;"Великобритания";"Northwoods Cranberry Sauce";"Приправы";"США";4
11031;24.4.1998 0:00:00;3440,00;"США";"Northwoods Cranberry Sauce";"Приправы";"США";6
11038;30.4.1998 0:00:00;6450,00;"Бельгия";"Northwoods Cranberry Sauce";"Приправы";"США";1
10255;15.7.1996 0:00:00;3040,00;"Швейцария";"Pavlova";"Кондитерские изделия";"Австралия";9
10258;23.7.1996 0:00:00;6079,99;"Австрия";"Pavlova";"Кондитерские изделия";"Австралия";1
10263;31.7.1996 0:00:00;21987,00;"Австрия";"Pavlova";"Кондитерские изделия";"Австралия";9
10264;23.8.1996 0:00:00;5320,00;"Швеция";"Pavlova";"Кондитерские изделия";"Австралия";6
10298;11.9.1996 0:00:00;6080,00;"Ирландия";"Pavlova";"Кондитерские изделия";"Австралия";6
10327;14.10.1996 0:00:00;3039,99;"Швеция";"Pavlova";"Кондитерские изделия";"Австралия";2
10335;24.10.1996 0:00:00;851,19;"Ирландия";"Pavlova";"Кондитерские изделия";"Австралия";7
10342;4.11.1996 0:00:00;2918,39;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";4
10393;3.1.1997 0:00:00;2850,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";1
10418;24.1.1997 0:00:00;9120,00;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";4
10435;7.2.1997 0:00:00;1520,00;"Великобритания";"Pavlova";"Кондитерские изделия";"Австралия";8
10440;28.2.1997 0:00:00;5813,99;"США";"Pavlova";"Кондитерские изделия";"Австралия";4
10469;14.3.1997 0:00:00;5167,99;"США";"Pavlova";"Кондитерские изделия";"Австралия";1
10485;31.3.1997 0:00:00;2735,99;"Венесуэлла";"Pavlova";"Кондитерские изделия";"Австралия";4
10504;18.4.1997 0:00:00;2280,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";4
10611;1.8.1997 0:00:00;1900,00;"Польша";"Pavlova";"Кондитерские изделия";"Австралия";6
10622;11.8.1997 0:00:00;3800,00;"Бразилия";"Pavlova";"Кондитерские изделия";"Австралия";4
10632;19.8.1997 0:00:00;5414,99;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";8
10641;26.8.1997 0:00:00;9500,00;"Венесуэлла";"Pavlova";"Кондитерские изделия";"Австралия";4
10703;20.10.1997 0:00:00;950,00;"Швеция";"Pavlova";"Кондитерские изделия";"Австралия";6
10714;27.10.1997 0:00:00;4275,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";5
10722;4.11.1997 0:00:00;570,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";8
10741;18.11.1997 0:00:00;2279,99;"Великобритания";"Pavlova";"Кондитерские изделия";"Австралия";4
10766;9.12.1997 0:00:00;7600,00;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";4
10787;26.12.1997 0:00:00;2707,49;"Франция";"Pavlova";"Кондитерские изделия";"Австралия";2
10792;31.12.1997 0:00:00;1900,00;"Польша";"Pavlova";"Кондитерские изделия";"Австралия";1
10806;5.1.1998 0:00:00;2850,00;"Франция";"Pavlova";"Кондитерские изделия";"Австралия";3
10813;9.1.1998 0:00:00;1823,99;"Бразилия";"Pavlova";"Кондитерские изделия";"Австралия";1
10829;23.1.1998 0:00:00;1900,00;"Великобритания";"Pavlova";"Кондитерские изделия";"Австралия";9
10851;2.2.1998 0:00:00;902,49;"Бразилия";"Pavlova";"Кондитерские изделия";"Австралия";5
10852;30.1.1998 0:00:00;2850,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";8
10856;10.2.1998 0:00:00;3800,00;"Мексика";"Pavlova";"Кондитерские изделия";"Австралия";3
10866;12.2.1998 0:00:00;2992,50;"Швеция";"Pavlova";"Кондитерские изделия";"Австралия";5
10885;18.2.1998 0:00:00;3800,00;"Бельгия";"Pavlova";"Кондитерские изделия";"Австралия";6
10888;23.2.1998 0:00:00;3800,00;"Испания";"Pavlova";"Кондитерские изделия";"Австралия";1
10939;13.3.1998 0:00:00;1614,99;"Италия";"Pavlova";"Кондитерские изделия";"Австралия";2
10991;7.4.1998 0:00:00;7599,99;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";1
11021;21.4.1998 0:00:00;1567,50;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";3
11030;27.4.1998 0:00:00;14250,00;"США";"Pavlova";"Кондитерские изделия";"Австралия";7
11041;28.4.1998 0:00:00;4559,99;"Швейцария";"Pavlova";"Кондитерские изделия";"Австралия";3
11049;4.5.1998 0:00:00;1519,99;"Бразилия";"Pavlova";"Кондитерские изделия";"Австралия";3
11070;;3229,99;"Германия";"Pavlova";"Кондитерские изделия";"Австралия";2
11072;;1520,00;"Австрия";"Pavlova";"Кондитерские изделия";"Австралия";4
11075;;1614,99;"Швейцария";"Pavlova";"Кондитерские изделия";"Австралия";8
11077;;3647,99;"США";"Pavlova";"Кондитерские изделия";"Австралия";1
10258;23.7.1996 0:00:00;8839,99;"Австрия";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";1
10262;25.7.1996 0:00:00;1631,99;"США";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";8
10290;3.9.1996 0:00:00;3400,00;"Бразилия";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";8
10382;16.12.1996 0:00:00;5440,00;"Австрия";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";4
10635;21.8.1997 0:00:00;2882,24;"Италия";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";8
10708;5.11.1997 0:00:00;854,00;"США";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";6
10848;29.1.1998 0:00:00;6405,00;"Великобритания";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";7
10958;27.3.1998 0:00:00;4270,00;"Аргентина";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";7
11030;27.4.1998 0:00:00;14945,00;"США";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";7
11047;1.5.1998 0:00:00;4803,75;"Великобритания";"Teatime Chocolate Biscuits";"Кондитерские изделия";"Великобритания";7
10249;10.7.1996 0:00:00;1674,00;"Германия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";6
10309;23.10.1996 0:00:00;6000,00;"Ирландия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";3
10325;14.10.1996 0:00:00;1200,00;"Германия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";1
10618;8.8.1997 0:00:00;17500,00;"Канада";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";1
10734;12.11.1997 0:00:00;7500,00;"Бразилия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";2
10830;21.1.1998 0:00:00;1500,00;"Бразилия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";4
10871;10.2.1998 0:00:00;11874,99;"Франция";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";9
10934;12.3.1998 0:00:00;5000,00;"Германия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";3
10949;17.3.1998 0:00:00;3000,00;"Канада";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";2
10952;24.3.1998 0:00:00;3799,99;"Германия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";1
10989;2.4.1998 0:00:00;10000,00;"Бразилия";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";2
11076;;3750,00;"Франция";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";4
11077;;245,00;"США";"Sir Rodney's Marmalade";"Кондитерские изделия";"Великобритания";1
10262;25.7.1996 0:00:00;3600,00;"США";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10385;23.12.1996 0:00:00;1919,99;"США";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
10459;28.2.1997 0:00:00;3647,99;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";4
10471;18.3.1997 0:00:00;7200,00;"Великобритания";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";2
10511;21.4.1997 0:00:00;12749,99;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";4
10546;27.5.1997 0:00:00;3000,00;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
10591;16.7.1997 0:00:00;3000,00;"Дания";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
10607;25.7.1997 0:00:00;13500,00;"США";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";5
10634;21.8.1997 0:00:00;10500,00;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";4
10694;9.10.1997 0:00:00;27000,00;"Германия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10766;9.12.1997 0:00:00;10500,00;"Германия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";4
10790;26.12.1997 0:00:00;764,99;"Бразилия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";6
10833;23.1.1998 0:00:00;5399,99;"Германия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";6
10858;3.2.1998 0:00:00;1500,00;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";2
10908;6.3.1998 0:00:00;5699,99;"Италия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";4
10909;10.3.1998 0:00:00;3600,00;"Норвегия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
10940;23.3.1998 0:00:00;2400,00;"Франция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10958;27.3.1998 0:00:00;1800,00;"Аргентина";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";7
10962;23.3.1998 0:00:00;13500,00;"Германия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10979;31.3.1998 0:00:00;5400,00;"Австрия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10982;8.4.1998 0:00:00;6000,00;"Канада";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";2
10987;6.4.1998 0:00:00;18000,00;"Великобритания";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
10988;10.4.1998 0:00:00;18000,00;"США";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";3
11001;14.4.1998 0:00:00;18000,00;"Швеция";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";2
11010;21.4.1998 0:00:00;6000,00;"Италия";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";2
11023;24.4.1998 0:00:00;1200,00;"Великобритания";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
11056;1.5.1998 0:00:00;12000,00;"Великобритания";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";8
11071;;4274,99;"Венесуэлла";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
11077;;284,99;"США";"Sir Rodney's Scones";"Кондитерские изделия";"Великобритания";1
10248;16.7.1996 0:00:00;3123,40;"Финляндия";"NuNuCa Nuss-Nougat-Creme";"Кондитерские изделия";"Россия";5
